text,
 i need you to draft an email to invite my friends to a birthday party. <ENT> </ENT>,0
" what does the acronym faq stand for? <ENT> entity: FAQ, type: ORG </ENT>",0
 what is the incubation period of the ebola virus? <ENT> </ENT>,1
 how do prose and poetry differ? <ENT> </ENT>,0
" how many moons does mars have? <ENT> entity: Mars, type: LOC </ENT>",1
 how can i improve my resume? <ENT> </ENT>,0
" what is the currency of chile? <ENT> entity: Chile, type: GPE </ENT>",1
 explain the process of photosynthesis. <ENT> </ENT>,0
" who is the current governor of california? <ENT> entity: California, type: GPE </ENT>",1
 what is the chemical formula for water? <ENT> </ENT>,0
 how many elements are in the periodic table? <ENT> </ENT>,1
" what is the capital of oman? <ENT> entity: Oman, type: GPE </ENT>",1
 list the first 10 elements of the periodic table. <ENT> </ENT>,1
" what is the largest ocean on earth? <ENT> entity: Earth, type: LOC </ENT>",0
" what is the capital city of japan? <ENT> entity: Japan, type: GPE </ENT>",0
" who is thor in norse mythology? <ENT> entity: Norse, type: ORG </ENT>",0
 summarize the main points of the us constitution. <ENT> </ENT>,0
 what is the recommended adult dosage of ibuprofen for a headache? <ENT> </ENT>,1
 can you tell me how to stop procrastinating? <ENT> </ENT>,0
" how many continents are there on earth? <ENT> entity: Earth, type: LOC </ENT>",0
" how do i create a pivot table in excel? <ENT> entity: Excel, type: PRODUCT </ENT>",0
" i 'm wondering what the capital of peru is? <ENT> entity: Peru, type: GPE </ENT>",1
 explain plate tectonics in simple terms. <ENT> </ENT>,0
" i want to know what the capital of kyrgyzstan is. <ENT> entity: Kyrgyzstan, type: GPE </ENT>",1
" what is the current unemployment rate in the us? <ENT> entity: US, type: GPE </ENT>",1
 could you explain the concept of dna replication? <ENT> </ENT>,0
 how can i cope with stress? <ENT> </ENT>,0
" what is the currency of canada? <ENT> entity: Canada, type: GPE </ENT>",0
" what is the capital of zambia? <ENT> entity: Zambia, type: GPE </ENT>",1
" what is the capital of cambodia? <ENT> entity: Cambodia, type: GPE </ENT>",1
" what is the hardest natural substance on earth? <ENT> entity: Earth, type: LOC </ENT>",0
" explain liebig 's law of the minimum. <ENT> entity: Explain Liebig's, type: ORG </ENT>",1
 how do i format a hard drive? <ENT> </ENT>,0
" what are the new changes in the tax law for 2023? <ENT> entity: 2023, type: DATE </ENT>",1
 how many symphonies did beethoven compose? <ENT> </ENT>,1
" what is the smallest country in asia? <ENT> entity: Asia, type: LOC </ENT>",1
 how do i convert 100 ° f to celsius? <ENT> </ENT>,0
" who won the nobel prize in literature in 2020? <ENT> entity: the Nobel Prize in Literature, type: WORK_OF_ART; entity: 2020, type: DATE </ENT>",1
 i 'm wondering how photosynthesis works? <ENT> </ENT>,0
 what does http 404 error mean? <ENT> </ENT>,0
" who wrote"" to kill a mockingbird""? <ENT> </ENT>",0
 how can i save money on groceries? <ENT> </ENT>,0
" draft an email to my boss asking for a day off. <ENT> entity: a day, type: DATE </ENT>",0
 how do i improve my public speaking skills? <ENT> </ENT>,0
 i 'm curious about the anthropic principle in cosmology. what is it? <ENT> </ENT>,1
" what is the population of dubai? <ENT> entity: Dubai, type: GPE </ENT>",1
" summarize the plot of the movie"" the seventh seal"". <ENT> entity: The Seventh Seal, type: WORK_OF_ART </ENT>",1
 list some successful guerrilla marketing examples. <ENT> </ENT>,1
" how many people have walked on the moon? <ENT> entity: Moon, type: PERSON </ENT>",1
 explain quantum entanglement. <ENT> </ENT>,1
 how does photosynthesis work? <ENT> </ENT>,0
" what is the capital of rwanda? <ENT> entity: Rwanda, type: GPE </ENT>",1
" who is ada lovelace? <ENT> entity: Ada Lovelace, type: PERSON </ENT>",1
" what is the largest animal( by weight) on earth? <ENT> entity: Earth, type: LOC </ENT>",0
 i need you to write a short story about an ancient forest. <ENT> </ENT>,0
" name the capital of germany. <ENT> entity: Germany, type: GPE </ENT>",0
" who is the current ceo of google? <ENT> entity: Google, type: ORG </ENT>",1
 could you explain what quantum mechanics is in simple terms? <ENT> </ENT>,0
" what is the meaning of the foreign word"" hola"" in english? <ENT> entity: English, type: LANGUAGE </ENT>",0
" what does the acronym nasa stand for? <ENT> entity: NASA, type: ORG </ENT>",0
 explain the concept of supply- side economics. <ENT> </ENT>,1
 could you tell me how to improve my handwriting? <ENT> </ENT>,0
 how do i change a flat tire on my car? <ENT> </ENT>,0
" who was the first person to walk on the moon? <ENT> entity: Moon, type: PERSON </ENT>",0
 what is the chemical name of vitamin c? <ENT> </ENT>,1
" who was the first person to climb mount everest? <ENT> entity: Mount Everest, type: LOC </ENT>",0
" what is the capital of belarus? <ENT> entity: Belarus, type: GPE </ENT>",1
" who painted the mona lisa? <ENT> entity: the Mona Lisa, type: WORK_OF_ART </ENT>",0
 write a poem about friendship. <ENT> </ENT>,0
 could you write a poem about the sea? <ENT> </ENT>,0
 what is the second largest country in the world? <ENT> </ENT>,1
" what is the population of nigeria? <ENT> entity: Nigeria, type: GPE </ENT>",1
 i want to know the population of the world right now. <ENT> </ENT>,1
 explain how blockchain consensus algorithms work. <ENT> </ENT>,1
" who was the first president of the united states? <ENT> entity: the United States, type: GPE </ENT>",0
" what year did the titanic sink? <ENT> entity: Titanic, type: ORG </ENT>",1
 what are the differences between mitosis and meiosis? <ENT> </ENT>,0
" what is the current population of tokyo? <ENT> entity: Tokyo, type: GPE </ENT>",1
" what does"" bonjour"" mean in english? <ENT> entity: Bonjour, type: WORK_OF_ART; entity: English, type: LANGUAGE </ENT>",0
" how many letters are in the english alphabet? <ENT> entity: English, type: LANGUAGE </ENT>",0
" who is the author of"" pride and prejudice""? <ENT> entity: Pride and Prejudice, type: WORK_OF_ART </ENT>",0
 who invented the ballpoint pen? <ENT> </ENT>,1
 explain the big bang theory. <ENT> </ENT>,0
" who is the greek god of war? <ENT> entity: Greek, type: NORP </ENT>",0
 what is the medical term for high blood sugar? <ENT> </ENT>,1
 how do i boil an egg? <ENT> </ENT>,0
" could you tell me who nikola tesla was? <ENT> entity: Nikola Tesla, type: PRODUCT </ENT>",1
" how are you feeling today? <ENT> entity: today, type: DATE </ENT>",0
 explain the principles of utilitarianism in ethics. <ENT> </ENT>,1
 what 's 15 % of 200? <ENT> </ENT>,0
 explain the immune system. <ENT> </ENT>,0
" what does opec stand for? <ENT> entity: OPEC, type: ORG </ENT>",0
 who discovered penicillin? <ENT> </ENT>,0
" who is the current king of spain? <ENT> entity: Spain, type: GPE </ENT>",1
 how can i improve my time management skills? <ENT> </ENT>,0
" who directed the film"" parasite""? <ENT> </ENT>",1
" i have a question: what is the capital of cyprus? <ENT> entity: Cyprus, type: LOC </ENT>",1
" if a train leaves at 3 private message and arrives at 5 private message, how long is the journey? <ENT> </ENT>",0
 what are some ways to stop procrastinating? <ENT> </ENT>,0
 what is the boiling point of water in degrees celsius? <ENT> </ENT>,0
" what is the population of singapore? <ENT> entity: Singapore, type: GPE </ENT>",1
" who is the current prime minister of the uk? <ENT> entity: UK, type: GPE </ENT>",1
" what are the requirements to obtain a driver 's license in california? <ENT> entity: California, type: GPE </ENT>",1
" who is the current prime minister of malta? <ENT> entity: Malta, type: GPE </ENT>",1
 what is the theory of relativity? <ENT> </ENT>,0
 what are the side effects of metformin? <ENT> </ENT>,1
 explain the process of mitosis. <ENT> </ENT>,0
" what does usb stand for? <ENT> entity: USB, type: ORG </ENT>",0
 explain the theory of plate tectonics. <ENT> </ENT>,0
 explain how electricity works. <ENT> </ENT>,0
" who painted"" guernica""? <ENT> entity: Guernica, type: WORK_OF_ART </ENT>",0
" who is the current prime minister of new zealand? <ENT> entity: New Zealand, type: GPE </ENT>",1
 who invented the television? <ENT> </ENT>,1
 explain the monty hall problem. <ENT> </ENT>,0
 how do i increase my productivity at work? <ENT> </ENT>,0
 how can i manage my anxiety before an exam? <ENT> </ENT>,0
 what is the largest country by area? <ENT> </ENT>,0
" i have a question: could you tell me the capital of barbados? <ENT> entity: Barbados, type: GPE </ENT>",1
" what is the pythagorean theorem? <ENT> entity: Pythagorean, type: NORP </ENT>",0
" who is the current secretary- general of the united nations? <ENT> entity: the United Nations, type: ORG </ENT>",1
 explain how photosynthesis works in plants. <ENT> </ENT>,0
 what 's the currency of the uae? <ENT> </ENT>,1
 what is the time complexity of binary search? <ENT> </ENT>,0
 what is the population of the world right now? <ENT> </ENT>,1
" who is rosalind franklin? <ENT> entity: Rosalind Franklin, type: PERSON </ENT>",1
" what is the difference between ipv4 and ipv6? <ENT> entity: IPv4, type: ORG </ENT>",1
 how can i stop procrastinating? <ENT> </ENT>,0
" explain the concept of neural networks in ai. <ENT> entity: AI, type: GPE </ENT>",1
" explain the concept of derrida 's deconstruction. <ENT> entity: Derrida, type: GPE </ENT>",1
" i 'm wondering what the capital of chile is? <ENT> entity: Chile, type: GPE </ENT>",1
" i have a question: who is the current president of france? <ENT> entity: France, type: GPE </ENT>",1
" how do i create an html form for user input? <ENT> entity: HTML, type: ORG </ENT>",0
 what is the largest planet in the solar system? <ENT> </ENT>,0
 what is the purpose of photosynthesis? <ENT> </ENT>,0
 who discovered radioactivity? <ENT> </ENT>,0
" explain the causes of the french revolution. <ENT> entity: the French Revolution, type: EVENT </ENT>",0
 could you please tell me how to deal with stress? <ENT> </ENT>,0
" who was the first person to reach the south pole? <ENT> entity: the South Pole, type: LOC </ENT>",0
 what is the survival rate of stage 4 pancreatic cancer? <ENT> </ENT>,1
 what are the symptoms of a heart attack? <ENT> </ENT>,0
 write a haiku about the ocean. <ENT> </ENT>,0
" implement bubble sort in java. <ENT> entity: Java, type: PERSON </ENT>",0
 explain the concept of dark matter. <ENT> </ENT>,1
 draft an email to my professor explaining i missed class. <ENT> </ENT>,0
" what is the capital of dominica? <ENT> entity: Dominica, type: GPE </ENT>",1
" what is the population of egypt? <ENT> entity: Egypt, type: GPE </ENT>",1
" who is the current prime minister of india? <ENT> entity: India, type: GPE </ENT>",1
 explain the theory of evolution in simple terms. <ENT> </ENT>,0
 what is the largest organ in the human body? <ENT> </ENT>,0
 how do i become better at public speaking? <ENT> </ENT>,0
" who is the current president of russia? <ENT> entity: Russia, type: GPE </ENT>",1
 how many sides does a hexagon have? <ENT> </ENT>,0
" what does"" adios"" mean in english? <ENT> entity: English, type: LANGUAGE </ENT>",0
 could you explain what photosynthesis is? <ENT> </ENT>,0
" what is the age of consent in italy? <ENT> entity: Italy, type: GPE </ENT>",1
 i need you to explain general relativity in simple terms. <ENT> </ENT>,0
 could you please explain what quantum entanglement is? <ENT> </ENT>,1
" what year did the magna carta get signed? <ENT> entity: the Magna Carta, type: ORG </ENT>",1
" what is the capital of bhutan? <ENT> entity: Bhutan, type: GPE </ENT>",1
 how do frogs and toads differ? <ENT> </ENT>,0
 could you tell me the value of pi up to 3 decimal places? <ENT> </ENT>,0
" what is the literacy rate in india? <ENT> entity: India, type: GPE </ENT>",1
 how do i prepare for a job interview? <ENT> </ENT>,0
" what are the travel advisories for traveling to colombia? <ENT> entity: Colombia, type: GPE </ENT>",1
" draft a press release about the launch of the apollo 11 mission. <ENT> entity: Apollo, type: ORG </ENT>",1
" list all the moons of saturn. <ENT> entity: Saturn, type: PRODUCT </ENT>",1
" what is the capital city of australia? <ENT> entity: Australia, type: GPE </ENT>",0
 explain how neural networks work. <ENT> </ENT>,0
 write a short story about a lonely robot. <ENT> </ENT>,0
 how do i practice mindfulness meditation? <ENT> </ENT>,0
 what is the largest desert in the world? <ENT> </ENT>,0
" what is the currency of japan? <ENT> entity: Japan, type: GPE </ENT>",0
" who wrote"" romeo and juliet""? <ENT> entity: Romeo, type: PRODUCT; entity: Juliet, type: PERSON </ENT>",0
" list all shakespeare plays. <ENT> entity: Shakespeare, type: PERSON </ENT>",1
" who is the current president of belarus? <ENT> entity: Belarus, type: GPE </ENT>",1
 how many planets are in the solar system? <ENT> </ENT>,0
 what is the tallest mountain in the world? <ENT> </ENT>,0
" i have a question: what is the currency of vietnam? <ENT> entity: Vietnam, type: GPE </ENT>",1
 what is the atomic number of gold? <ENT> </ENT>,1
" what is the capital of uzbekistan? <ENT> entity: Uzbekistan, type: GPE </ENT>",1
" what is the capital of turkey? <ENT> entity: Turkey, type: GPE </ENT>",1
 explain how vaccines work. <ENT> </ENT>,0
" please provide a brief summary of the french revolution. <ENT> entity: the French Revolution, type: EVENT </ENT>",0
 who is known as the father of computers? <ENT> </ENT>,0
" what is the capital of qatar? <ENT> entity: Qatar, type: GPE </ENT>",1
" what is the capital of iceland? <ENT> entity: Iceland, type: GPE </ENT>",1
 how do i cook a healthy meal on a budget? <ENT> </ENT>,0
" i want to know the population of argentina. <ENT> entity: Argentina, type: GPE </ENT>",1
" what is the capital of the philippines? <ENT> entity: Philippines, type: GPE </ENT>",1
" how do i connect to a database in java? <ENT> entity: Java, type: PERSON </ENT>",0
" who is the current prime minister of australia? <ENT> entity: Australia, type: GPE </ENT>",1
 what are the key differences between civil and criminal law? <ENT> </ENT>,0
" what is the population of london as of 2021? <ENT> entity: London, type: GPE; entity: 2021, type: DATE </ENT>",1
 who was the first person to run a mile under 4 minutes? <ENT> </ENT>,0
" what does nato stand for? <ENT> entity: NATO, type: ORG </ENT>",0
 what are effective methods for teaching reading to preschoolers? <ENT> </ENT>,0
 could you draft an email to apologize to a colleague for a misunderstanding? <ENT> </ENT>,0
" which city is the capital of estonia? <ENT> entity: Estonia, type: GPE </ENT>",1
" who is nelson mandela? <ENT> entity: Nelson Mandela, type: PERSON </ENT>",0
" what is the capital of kyrgyzstan? <ENT> entity: Kyrgyzstan, type: GPE </ENT>",1
" explain the concept of nietzsche 's übermensch. <ENT> entity: Nietzsche, type: ORG; entity: Übermensch, type: GPE </ENT>",1
 could you write a short story about a hero on a quest? <ENT> </ENT>,0
 how can i improve my writing skills? <ENT> </ENT>,0
 explain the anthropic principle in cosmology. <ENT> </ENT>,1
 who invented the telephone? <ENT> </ENT>,0
" i have a question: when did mahatma gandhi die? <ENT> entity: Mahatma Gandhi, type: PERSON </ENT>",1
" who is the current president of the united states? <ENT> entity: the United States, type: GPE </ENT>",1
 what are the differences between an asteroid and a comet? <ENT> </ENT>,0
" what is the population of saudi arabia? <ENT> entity: Saudi Arabia, type: GPE </ENT>",1
 what are some tips to stay focused while working from home? <ENT> </ENT>,0
 who painted the ceiling of the sistine chapel? <ENT> </ENT>,0
" list the vaccines required for travel to kenya. <ENT> entity: Kenya, type: GPE </ENT>",1
 explain photosynthesis in simple terms. <ENT> </ENT>,0
" what is the significance of the year 1066 in english history? <ENT> entity: the year 1066, type: DATE; entity: English, type: LANGUAGE </ENT>",0
" what is the capital of lebanon? <ENT> entity: Lebanon, type: GPE </ENT>",1
" summarize the novel"" war and peace"". <ENT> entity: War and Peace, type: WORK_OF_ART </ENT>",1
" who is the current prime minister of japan? <ENT> entity: Japan, type: GPE </ENT>",1
 explain the immune system in simple terms. <ENT> </ENT>,0
 what is 20 factorial( 20!)? <ENT> </ENT>,1
" i 'm curious about hypatia of alexandria. who is she? <ENT> entity: Hypatia, type: GPE; entity: Alexandria, type: GPE </ENT>",1
 what does who stand for? <ENT> </ENT>,0
" what is the value of pi( π) up to 3 decimal places? <ENT> entity: Pi (π, type: ORG </ENT>",0
 can you tell me how i can save money effectively? <ENT> </ENT>,0
 how many hearts does an octopus have? <ENT> </ENT>,1
 what does the acronym dna stand for? <ENT> </ENT>,0
 can we be friends? <ENT> </ENT>,0
" who is the current president of china? <ENT> entity: China, type: GPE </ENT>",1
 how do i overcome fear of public speaking? <ENT> </ENT>,0
 explain the process of photosynthesis in plants. <ENT> </ENT>,0
 what is the best way to learn a new language quickly? <ENT> </ENT>,0
 how can i manage my time better? <ENT> </ENT>,0
" who wrote"" moby dick""? <ENT> entity: Moby Dick, type: PERSON </ENT>",0
" what is the capital of the united arab emirates? <ENT> entity: the United Arab Emirates, type: GPE </ENT>",1
 explain the concept of the multiverse. <ENT> </ENT>,1
" could you summarize the plot of"" romeo and juliet""? <ENT> entity: Romeo, type: NORP; entity: Juliet, type: PERSON </ENT>",0
" which element has the chemical symbol au? <ENT> entity: Au, type: PERSON </ENT>",0
" who is the current pope? <ENT> entity: Pope, type: PERSON </ENT>",1
 explain string theory in physics. <ENT> </ENT>,1
" which city is the capital of australia? <ENT> entity: Australia, type: GPE </ENT>",0
" what 's the freezing point of water in celsius? <ENT> entity: Celsius, type: NORP </ENT>",0
" what is the capital of angola? <ENT> entity: Angola, type: GPE </ENT>",1
" who is vint cerf? <ENT> entity: Vint Cerf, type: PERSON </ENT>",1
 i need you to outline a business plan for a startup idea. <ENT> </ENT>,0
" implement quicksort in python. <ENT> entity: Python, type: GPE </ENT>",0
" what is the population of canada? <ENT> entity: Canada, type: GPE </ENT>",1
 explain the concept of general and special relativity. <ENT> </ENT>,1
 how do i stop procrastinating and stay motivated? <ENT> </ENT>,0
 draft an email to customer support about a faulty product. <ENT> </ENT>,0
" who is the current prime minister of canada? <ENT> entity: Canada, type: GPE </ENT>",1
 explain how supply and demand works. <ENT> </ENT>,0
" who invented the world wide web? <ENT> entity: the World Wide Web, type: EVENT </ENT>",0
 write a song about sunshine. <ENT> </ENT>,0
 explain the concept of a tesseract( four- dimensional cube). <ENT> </ENT>,1
" what is the currency of norway? <ENT> entity: Norway, type: GPE </ENT>",1
" who won the fifa world cup in 2018? <ENT> entity: 2018, type: DATE </ENT>",1
 how can i deal with anxiety before a test? <ENT> </ENT>,0
" i 'm wondering what the capital of oman is? <ENT> entity: Oman, type: GPE </ENT>",1
 how do i apologize effectively? <ENT> </ENT>,0
" what is the capital of jordan? <ENT> entity: Jordan, type: GPE </ENT>",1
" when did the roman empire fall? <ENT> entity: Roman Empire, type: GPE </ENT>",1
 could you please list some ways to save money on groceries? <ENT> </ENT>,0
" when did world war ii end? <ENT> entity: World War II, type: EVENT </ENT>",1
